Название;Ссылка
Инженер по тестированию (Middle+);https://kaliningrad.hh.ru/vacancy/67752074?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Infrastructure Security Engineer;https://kaliningrad.hh.ru/vacancy/66231001?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Senior DevOps Engineer (AWS);https://kaliningrad.hh.ru/vacancy/67400676?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Разработчик инсталляторов (удаленно);https://kaliningrad.hh.ru/vacancy/67302132?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Application Security Engineer;https://kaliningrad.hh.ru/vacancy/67437924?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
QA Automation Engineer;https://kaliningrad.hh.ru/vacancy/67872849?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Data analyst;https://kaliningrad.hh.ru/vacancy/67753157?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Senior Marketing Analyst / Старший маркетинговый аналитик (Remote);https://kaliningrad.hh.ru/vacancy/68105998?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Аудитор Pentest;https://kaliningrad.hh.ru/vacancy/67336228?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Трафиколог;https://kaliningrad.hh.ru/vacancy/67554290?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Middle Analyst (Аналитик);https://kaliningrad.hh.ru/vacancy/68111525?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
DevOps Engineer;https://kaliningrad.hh.ru/vacancy/68218045?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Middle CV Engineer;https://kaliningrad.hh.ru/vacancy/68055588?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Devops инженер;https://kaliningrad.hh.ru/vacancy/67653143?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
React Native программист;https://kaliningrad.hh.ru/vacancy/67468214?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Mid/Senior Computer Vision researcher (remote);https://kaliningrad.hh.ru/vacancy/67780562?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
UnrealEngine Network Developer;https://kaliningrad.hh.ru/vacancy/67594105?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Salesforce developer (Trainee or Junior);https://kaliningrad.hh.ru/vacancy/67331985?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
UnrealEngine Editor Tools Developer;https://kaliningrad.hh.ru/vacancy/67594112?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Прикладной администратор на поддержку SAS;https://kaliningrad.hh.ru/vacancy/68263981?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
DevOps-инженер;https://kaliningrad.hh.ru/vacancy/68199216?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Team Lead Unreal Engine / C++;https://kaliningrad.hh.ru/vacancy/67891071?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Senior Data scientist;https://kaliningrad.hh.ru/vacancy/67651817?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Программист PHP / Разработчик;https://kaliningrad.hh.ru/vacancy/67439862?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Системный аналитик (IT, remote);https://kaliningrad.hh.ru/vacancy/68064817?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Full - Stack Developer (JavaScript);https://kaliningrad.hh.ru/vacancy/67347130?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Системный администратор;https://kaliningrad.hh.ru/vacancy/68170338?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Системный администратор Linux;https://kaliningrad.hh.ru/vacancy/54971041?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Senior DevOps;https://kaliningrad.hh.ru/vacancy/68263385?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Junior BI аналитик;https://kaliningrad.hh.ru/vacancy/68256115?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Автор работ по программированию / Программист;https://kaliningrad.hh.ru/vacancy/68201056?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Mid/Senior Computer Vision researcher (remote);https://kaliningrad.hh.ru/vacancy/67780563?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
DilOS (illumos based) developer;https://kaliningrad.hh.ru/vacancy/46679386?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
DevOps-инженер (удаленно);https://kaliningrad.hh.ru/vacancy/67295250?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
3D Technical Artist - (Интеграция в движок);https://kaliningrad.hh.ru/vacancy/66203495?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Ведущий разработчик Golang, Ozon Fresh;https://kaliningrad.hh.ru/vacancy/55484813?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
QA Engineer Web в продуктовую команду;https://kaliningrad.hh.ru/vacancy/67488328?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Data Base Administrator;https://kaliningrad.hh.ru/vacancy/68170764?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
DevOps инженер;https://kaliningrad.hh.ru/vacancy/68152637?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Разработчик БД Oracle;https://kaliningrad.hh.ru/vacancy/68236503?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Ведущий разработчик ПО;https://kaliningrad.hh.ru/vacancy/67582929?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Product Analyst Lead;https://kaliningrad.hh.ru/vacancy/68261714?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Middle QA Engineer;https://kaliningrad.hh.ru/vacancy/67931923?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
DevOps инженер;https://kaliningrad.hh.ru/vacancy/68143590?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Системный администратор Linux/SRE;https://kaliningrad.hh.ru/vacancy/68242804?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Техлид отдела разработки;https://kaliningrad.hh.ru/vacancy/67511467?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
DevOps инженер;https://kaliningrad.hh.ru/vacancy/55303789?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
DevOps специалист (remote);https://kaliningrad.hh.ru/vacancy/68231618?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Backend разработчик Node.js;https://kaliningrad.hh.ru/vacancy/55000305?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Администратор СУБД PostgreSQL/MSSQL;https://kaliningrad.hh.ru/vacancy/68135267?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Data Analyst;https://kaliningrad.hh.ru/vacancy/67532256?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Backend-разработчик/Node.js Backend Developer;https://kaliningrad.hh.ru/vacancy/68231392?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
DevOps инженер;https://kaliningrad.hh.ru/vacancy/68143591?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Аналитик в Отдел целевого маркетинга и сегментации;https://kaliningrad.hh.ru/vacancy/66620101?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Преподаватель IT-дисциплин;https://kaliningrad.hh.ru/vacancy/68140744?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Product analyst;https://kaliningrad.hh.ru/vacancy/68197271?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Ведущий разработчик С++ (Анализ аудио/видео/Computer vision);https://kaliningrad.hh.ru/vacancy/66757228?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
DevOps инженер;https://kaliningrad.hh.ru/vacancy/68143597?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Системный администратор релизной инфраструктуры;https://kaliningrad.hh.ru/vacancy/68173484?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
DevOps инженер (Middle/Senior);https://kaliningrad.hh.ru/vacancy/67882862?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Разработчик Golang, Ozon Fresh;https://kaliningrad.hh.ru/vacancy/55510522?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
DevOps инженер;https://kaliningrad.hh.ru/vacancy/68143593?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Разработчик БД;https://kaliningrad.hh.ru/vacancy/68160794?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Продуктовый аналитик (VK ID);https://kaliningrad.hh.ru/vacancy/68143718?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Product analyst/Продуктовый аналитик;https://kaliningrad.hh.ru/vacancy/67644414?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Разработчик Golang, Ozon Fresh;https://kaliningrad.hh.ru/vacancy/55510525?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Product analyst/Продуктовый аналитик;https://kaliningrad.hh.ru/vacancy/67644388?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Ведущий разработчик потоковой обработки данных;https://kaliningrad.hh.ru/vacancy/68225920?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
QA инженер (backend);https://kaliningrad.hh.ru/vacancy/54451980?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
System Engineer (DevOps);https://kaliningrad.hh.ru/vacancy/54033085?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Разработчик Golang, Ozon Fresh;https://kaliningrad.hh.ru/vacancy/55510520?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
PHP developer (remote);https://kaliningrad.hh.ru/vacancy/67715761?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Разработчик Golang, Ozon Fresh;https://kaliningrad.hh.ru/vacancy/55510521?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Разработчик Golang, Ozon Fresh;https://kaliningrad.hh.ru/vacancy/55510523?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Специалист поддержки приложений/Junior DevOps (удаленно);https://kaliningrad.hh.ru/vacancy/68252246?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Инженер по автоматизации тестирования мобильных приложений, Приложение покупателя;https://kaliningrad.hh.ru/vacancy/54135241?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
DevOps инженер;https://kaliningrad.hh.ru/vacancy/68143596?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Инженер Linux в группу технической поддержки Naumen Service Desk;https://kaliningrad.hh.ru/vacancy/68104327?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Ведущий инженер ENSEMBLE;https://kaliningrad.hh.ru/vacancy/67585383?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Разработчик Golang, Ozon Fresh;https://kaliningrad.hh.ru/vacancy/55510526?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
DevOps инженер;https://kaliningrad.hh.ru/vacancy/68143592?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Системный администратор Linux;https://kaliningrad.hh.ru/vacancy/68205846?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
DevOps инженер;https://kaliningrad.hh.ru/vacancy/68143594?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Senior Data analyst;https://kaliningrad.hh.ru/vacancy/67788381?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Product analyst;https://kaliningrad.hh.ru/vacancy/68197256?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Инженер по внедрению программного обеспечения;https://kaliningrad.hh.ru/vacancy/68149728?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Ведущий разработчик Golang, Ozon Fresh;https://kaliningrad.hh.ru/vacancy/55510524?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
DevOps Engineer;https://kaliningrad.hh.ru/vacancy/68153053?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
System Administrator Linux (SRE);https://kaliningrad.hh.ru/vacancy/55154913?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Разработчик БД;https://kaliningrad.hh.ru/vacancy/68174377?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Аналитик второй линии поддержки;https://kaliningrad.hh.ru/vacancy/68149588?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Senior/Middle DevOps Engineer;https://kaliningrad.hh.ru/vacancy/55423498?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
DevOps Engineer;https://kaliningrad.hh.ru/vacancy/66625069?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Build and Release Systems Engineer (DevOps Toolchain team);https://kaliningrad.hh.ru/vacancy/68001541?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
QA Engineer API/Web;https://kaliningrad.hh.ru/vacancy/67260350?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Senior ML Developer NLP (MTS AI);https://kaliningrad.hh.ru/vacancy/50686616?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
PHP/JS Programmer;https://kaliningrad.hh.ru/vacancy/67824873?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Пентестер;https://kaliningrad.hh.ru/vacancy/68235548?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Middle DWH developer;https://kaliningrad.hh.ru/vacancy/55005285?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
