Код;Наименование;ИНН;КПП;Адрес;Телефон;email;Сайт;Дополнительно
3917;Межрайонная ИФНС России № 10 по Калининградской области;3917007852;391701001;,238300,Калининградская обл,,Гурьевск г,,Крайняя ул,1,,;"(40151)-30500;(40145)-37570;(40151)-33481;(40151)-30608;";mrifns3917@m17.r39.nalog.ru;-;"Код ОКПО: 76104618. Часы приема налогоплательщиков: пн,ср. 09.00 - 18.00; вт,чт. 09.00 - 20.00, пт. 09.00 - 17.00; 2ая и 4ая суббота месяца 10.00 - 15.00, без перерыва на обед"
3925;Межрайонная ИФНС России по крупнейшим налогоплательщикам по Калининградской области;3905083721;390601001;,236022,,,Калининград г,,Мусоргского ул,10а,,;"(4012)-997-251;(4012)-997-292;(4012)-997-379";i3925@m25.r39.nalog.ru;-;"Код ОКПО: 81588593. Часы приема налогоплательщиков: Пн,Ср, чт 09.00 - 18.00; Вт 09.00 - 20.00, Пт. 09.00 - 17.00; без перерыва на обед"
3926;Межрайонная ИФНС России № 1 по Калининградской области;3904999991;390601001;,236022,,,Калининград г,,Мусоргского ул,10а,,;"(4012)-997-306;(4012)-997-356";i3926@m26.r39.nalog.ru;-;"Код ОКПО: 66066845. Часы приема налогоплательщиков: Пн-ср. 09.00 - 18.00; вт, чт 09.00-20.00, Пт. 09.00 - 16.45; 2я и 4я сб 10.00-15.00, без перерыва на обед"
4000;УФНС России по Калужской области;4028032810;402801001;,248021,,,Калуга г,,Московская ул,282,,;4842 55-32-03;u40@r40.nalog.ru;www.nalog.ru;Код ОКПО:10842409. Режим работы: понедельник-четверг с 9.00 до 18.00, пятница с 9.00 до 16.45. Перерыв с 13.00 до 13.45. Выходной: суббота, воскресенье.
4001;Межрайонная ИФНС России № 1 по Калужской области;4001000716;400101001;,249210,Калужская обл,Бабынинский р-н,,Бабынино п,Ленина ул,23,,;48448 2-10-09;i400100@r40.nalog.ru;-;Код ОКПО: 04158407. Режим работы: понедельник и среда, пятница с 9.00 до 18.00, вторник и четверг с 9.00 до 20.00. Каждая вторая и четвертая суббота месяца с 10.00 до 15.00 без обеденного перерыва. Выходной: воскресенье
4004;Межрайонная ИФНС России № 2 по Калужской области;4004015005;400401001;,249860,Калужская обл,,Кондрово г,,Советская ул,8,,;48434 3-20-71;i400400@r40.nalog.ru;-;Код ОКПО: 72811460. Режим работы: понедельник и среда с 9.00 до 18.00, вторник и четверг с 9.00 до 20.00, пятница с 9.00 до 16.45. Каждая первая и третья суббота месяца с 10.00 до 15.00 без обеденного перерыва. Выходной: воскресенье
4011;Межрайонная ИФНС России № 3 по Калужской области;4011017003;401101001;,249050,Калужская обл,,Малоярославец г,,Григория Соколова ул,33;48431 3-13-00;i401100@r40.nalog.ru;-;Код ОКПО: 72811804. Режим работы: понедельник и среда с 9.00 до 18.00, вторник и четверг с 9.00 до 20.00, пятница с 9.00 до 16.45. Каждая первая и третья суббота месяца с 10.00 до 15.00 без обеденного перерыва. Выходной: воскресенье
4023;Межрайонная ИФНС России № 4 по Калужской области;4023002940;402301001;,249420,Калужская обл,,Киров г,,Пролетарская ул,9,,;48456 5-21-53;i402300@r40.nalog.ru;-;Код ОКПО: 10842533. Режим работы: понедельник и среда с 9.00 до 18.00, вторник и четверг с 9.00 до 20.00, пятница с 9.00 до 16.45. Каждая первая и третья суббота месяца с 10.00 до 15.00 без обеденного перерыва. Выходной: воскреcенье
4024;Межрайонная ИФНС России № 5 по Калужской области;4024008503;402401001;,249400,Калужская обл,,Людиново г,,Ленина ул,18,,;48444 6-29-07;i402400@r40.nalog.ru;-;Код ОКПО: 72811879. Режим работы: понедельник и четверг с 9.00 до 18.00, вторник и среда с 9.00 до 20.00, пятница с 9.00 до 16.45. Каждая первая и третья суббота месяца с 10.00 до 15.00 без обеденного перерыва. Выходной: воскресенье
4025;Межрайонная ИФНС России № 6 по Калужской области;4025079000;402501001;,249020,Калужская обл,,Обнинск г,,Победы ул,29,,;48439 3-78-11;i402500@r40.nalog.ru;-;Код ОКПО: 72811810. Режим работы: понедельник и среда с 9.00 до 18.00, вторник и четверг с 9.00 до 20.00, пятница с 9.00 до 16.45. Каждая первая и третья суббота месяца с 10.00 до 15.00 без обеденного перерыва. Выходной: воскресенье
4027;ИФНС России по Ленинскому округу г. Калуги;4027018228;402701001;,248600,,,Калуга г,,Воскресенский пер,28,,;4842 71-52-03;i402700@r40.nalog.ru;-;Код ОКПО: 10842421. Режим работы: понедельник и среда с 9.00 до 20.00, вторник и четверг с 9.00 до 18.00, пятница с 9.00 до 16.45. Каждая первая и третья суббота месяца с 10.00 до 15.00 без обеденного перерыва. Выходной: воскресенье
4028;ИФНС России по Московскому округу г. Калуги;4028004411;402701001;,248021,,,Калуга г,,Воскресенский пер,28,,;4842 71-53-10;i402800@r40.nalog.ru;-;Код ОКПО: 10842438. Режим работы: понедельник и среда с 9.00 до 20.00, вторник и четверг с 9.00 до 18.00, пятница с 9.00 до 16.45. Каждая первая и третья суббота месяца с 10.00 до 15.00 без обеденного перерыва. Выходной: воскресенье
4029;Межрайонная ИФНС России № 7 по Калужской области;4029030703;402701001;,248600,,,Калуга г,,Воскресенский пер,28,,;4842 71-53-00;i402900@r40.nalog.ru;-;Код ОКПО: 72810503. Режим работы: понедельник и среда с 9.00 до 20.00, вторник и четверг с 9.00 до 18.00, пятница с 9.00 до 16.45. Каждая первая и третья суббота месяца с 10.00 до 15.00 без обеденного перерыва. Выходной: воскресенье
4100;УФНС России по Камчатскому краю;4101035896;410101001;683024,,,,Петропавловск-Камчатский г,,Рыбаков пр-кт,13а,,;4152 23-05-05;u41@r41.nalog.ru;www.nalog.ru;Код ОКПО:26189911 Режим работы:с 9-00 до 12-30 и с 13-30 до 17-00 Выходные:суббота,воскресенье
4101;ИФНС России по г.Петропавловску-Камчатскому;4101035889;410101001;683024,,,,Петропавловск-Камчатский г,,Рыбаков пр-кт,13б,,;4152 26-78-48;i410100@r41.nalog.ru;-;Код ОКПО:42388685 Режим работы: Пн.,Ср.,Пт. с 9-00 до 17-12, Вт.,Чт. с 9-00 до 20-00. Две последние субботы каждого месяца с 10-00 до 15-00
4177;Межрайонная ИФНС России № 3 по Камчатскому краю;4101135273;410101001;683023,,,,Петропавловск-Камчатский г,,Победы пр-кт,32/1,,;4152 49-01-01;i417700@r41.nalog.ru;-;Код ОКПО:87903653 Режим работы: Пн.,Ср.,Пт. с 9-00 до 17-12, Вт.,Чт. с 9-00 до 20-00. Две последние субботы каждого месяца с 10-00 до 15-00
4205;ИФНС России по г. Кемерово;4205002373;420501001;,650992,,,Кемерово г,,Кузнецкий пр-кт,11,,;8-800-222-22-22;i420500@r42.nalog.ru;-;"Код ОКПО:22931511. Понедельник, среда с 9.00 до 18.00; вторник, четверг с 9.00 до 20.00; пятница с 9.00 до 16.45; 1-я и 3-я субботы месяца с 10.00 до 15.00."
4217;ИФНС России по Центральному району г. Новокузнецка Кемеровской области;4217011333;421701001;,654041,Кемеровская обл,,Новокузнецк г,,Бардина пр-кт,14,,;8-800-222-22-22;i421700@r42.nalog.ru;-;"Код ОКПО:22930449. Прием налогоплательщиков: понедельник, среда с 9.00 до 18.00; вторник, четверг с 9.00 до 20.00; пятница с 9.00 до 16.45. 1-я и 3-я субботы месяца с 10.00 до 15.00."
4213;Межрайонная ИФНС России № 1 по Кемеровской области;4213000845;421301001;,652150,Кемеровская обл,,,Мариинск г,Советская ул,1,,;8-800-222-22-22;i421300@r42.nalog.ru;-;"Код ОКПО:53082044. Прием налогоплательщиков: понедельник, среда с 9.00 до 18.00; вторник, четверг с 9.00 до 20.00; пятница с 9.00 до 16.45. 1-я и 3-я субботы месяца с 10.00 до 15.00."
4223;Межрайонная ИФНС России № 11 по Кемеровской области;4223008709;422301001;,653039,Кемеровская обл,,Прокопьевск г,,Ноградская ул,21,,;8-800-222-22-22;i422300@r42.nalog.ru;-;"Код ОКПО:22930567. Прием налогоплательщиков: понедельник, среда с 9.00 до 18.00; вторник, четверг с 9.00 до 20.00; пятница с 9.00 до 16.45; 1-я и 3-я субботы месяца с 10.00 до 15.00"
4250;Межрайонная ИФНС России № 12 по Кемеровской области;4250000018;425001001;,652420,Кемеровская обл,,Березовский г,,Волкова ул,2А,,;8-800-222-22-22;i425000@r42.nalog.ru;-;"Код ОКПО:26624040. Прием налогоплательщиков: понедельник, среда с 9.00 до 18.00; вторник, четверг с 9.00 до 20.00; пятница с 9.00 до 16.45; 1-я и 3-я субботы месяца с 10.00 до 15.00"
